Honduras,75,84,80,,15,,73,83,79,,15,,72,83,78,,15,,70,82,76,,15,,68,82,75,,15,,67,81,74,,15,,65,81,73,,15,,63,80,72,,15,,62,80,71,,15,,60,79,69,,15,,58,79,68,,15,,57,78,67,,15,,55,78,66,,15,,53,77,64,,15,,51,77,63,,15,,50,77,62,,15,
Hungary,99,98,98,,83,76,99,98,98,,83,76,99,98,98,,83,75,99,98,98,,81,74,99,98,98,,78,72,99,98,98,,75,69,99,98,98,,72,67,99,98,98,,69,64,99,98,98,,66,62,99,98,98,,63,59,99,98,98,,60,57,99,98,98,,56,55,99,98,98,,53,52,99,98,98,,53,52,99,98,98,,53,52,99,98,98,,53,52
Iceland,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69,100,99,99,,70,69
India,34,65,44,31,,,32,64,43,29,,,31,63,41,28,,,29,62,40,26,,,28,62,38,25,,,26,61,37,23,,,24,60,35,22,,,23,59,34,21,,,21,58,32,19,,,20,57,31,18,,,18,56,29,16,,,17,55,28,15,,,15,54,26,14,,,14,53,25,12,,,12,52,23,11,,,11,51,22,9,,
Indonesia,57,77,68,,,,55,77,66,,,,53,76,65,,,,51,75,64,,,,49,74,62,,,,47,74,60,,,,46,73,59,,,,44,72,57,,,,42,71,56,,,,40,71,54,,,,38,70,53,,,,36,69,51,,,,34,69,49,,,,32,68,48,,,,30,67,46,,,,28,66,44,,,
Iran (Islamic Republic of),79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,88,,,,79,92,87,,,,79,92,87,,,,79,92,87,,,
Iraq,86,86,86,26,35,32,86,86,86,26,35,32,86,86,86,26,35,32,83,86,85,25,34,31,81,85,84,24,33,30,79,85,83,23,32,29,76,85,82,22,31,28,74,85,82,21,30,27,71,85,81,20,29,26,69,85,80,18,28,25,67,85,79,17,27,24,64,85,78,16,26,23,62,85,78,15,26,22,59,85,77,14,25,22,57,85,76,13,25,21,55,85,75,11,25,21
Ireland,95,91,92,,88,70,95,90,92,,87,70,94,90,92,,84,67,94,90,91,,81,65,94,90,91,,78,62,94,89,91,,75,60,93,89,91,,72,57,93,89,90,,69,55,93,89,90,,66,52,92,88,90,,62,50,92,88,90,,59,47,92,88,90,,56,45,92,88,89,,53,43,91,87,89,,50,40,91,87,89,,47,38,91,87,89,,44,36
Israel,100,100,100,91,93,93,100,100,100,91,92,92,100,100,100,90,92,91,100,100,100,89,91,90,100,100,100,88,90,89,100,100,100,87,89,88,100,100,100,86,88,88,100,100,100,85,87,87,100,100,100,84,86,86,100,100,100,83,85,85,100,100,100,82,84,84,100,100,100,81,83,83,100,100,100,80,82,82,100,100,100,79,81,81,100,100,100,79,80,80,100,100,100,78,79,79
Italy,99,99,99,94,96,95,99,99,99,94,96,95,99,99,99,94,96,95,99,99,99,94,96,95,99,99,99,94,96,96,99,99,99,94,96,96,99,99,99,94,96,96,99,99,99,94,96,96,99,99,99,94,97,96,99,99,99,94,97,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,87,84,85,,,,87,84,85,,,,87,84,85,,,,87,84,85,,,,87,84,85,,,,86,84,85,,,,86,84,85,,,,86,84,85,,,,86,84,85,,,,85,84,84,,,,85,84,84,,,,85,84,84,,,,85,84,84,,,,84,84,84,,,,84,84,84,,,,84,84,84,,,
Japan,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,99,,,100,,,99,,,100,,,99,,,100,,,99,,,100,,,99,,,100,,,99,,,100,,,99,,,100,,,99,,,100,,,98,,,100,,,98
Jordan,96,97,97,,82,77,96,97,97,,82,77,96,97,97,,83,77,96,97,97,,83,77,96,97,97,,83,77,97,98,97,,83,77,97,98,98,,83,77,97,98,98,,83,77,97,98,98,,83,77,97,98,98,,83,77,97,98,98,,83,77,98,99,98,,83,77,98,99,99,,83,77,98,99,99,,83,77,98,99,99,,83,77,98,99,99,,83,77
Kazakhstan,99,97,98,,67,,99,97,98,,67,,99,97,98,,68,,98,97,98,,68,,98,97,98,,68,,98,97,97,,68,,98,97,97,,68,,98,97,97,,68,,98,97,97,,68,,98,97,97,,69,,98,97,97,,69,,98,97,97,,69,,97,97,97,,69,,97,97,97,,69,,97,97,97,,69,,97,97,97,,69,
Kenya,28,35,30,,,,28,35,30,,,,28,35,30,,,,28,35,30,,,,29,35,30,,,,29,35,30,,,,29,35,30,,,,29,35,30,,,,29,35,30,,,,29,34,30,,,,30,34,31,,,,30,34,31,,,,30,34,31,,,,30,34,31,,,,30,34,31,,,,30,34,31,,,
Kiribati,32,49,40,,,,32,49,40,,,,32,49,40,,,,32,49,40,,,,31,49,39,,,,30,48,38,,,,29,48,37,,,,28,47,37,,,,27,47,36,,,,26,46,35,,,,25,46,34,,,,24,45,33,,,,23,45,33,,,,23,44,32,,,,22,44,31,,,,21,43,30,,,
Kuwait,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100,,,100
Kyrgyzstan,99,93,97,,,,98,93,96,,,,98,93,96,,,,97,93,96,,,,97,93,95,,,,96,93,95,,,,96,93,95,,,,95,93,94,,,,95,93,94,,,,94,92,94,,,,94,92,93,,,,93,92,93,,,,93,92,93,,,,92,92,92,,,,92,92,92,,,,92,92,92,,,
Lao People's Democratic Republic,60,93,73,,,,57,91,70,,,,54,90,67,,,,51,88,64,,,,48,86,61,,,,45,84,58,,,,43,83,55,,,,40,81,52,,,,37,79,49,,,,34,78,46,,,,31,76,43,,,,28,74,40,,,,25,72,37,,,,23,71,34,,,,20,69,31,,,,17,67,28,,,
Latvia,84,97,93,66,85,78,83,97,92,65,84,78,82,97,92,64,83,77,81,96,91,64,83,77,81,96,91,63,82,76,80,96,91,62,82,75,79,95,90,62,81,75,78,95,90,61,81,74,77,95,89,60,80,74,77,95,89,60,80,73,76,94,88,59,79,73,75,94,88,59,79,72,74,94,87,58,79,72,73,93,87,58,79,72,72,93,86,57,78,72,72,93,87,57,78,72
Lebanon,,,95,,,20,,,94,,,20,,,92,,,19,,,91,,,19,,,89,,,19,,,88,,,19,,,86,,,18,,,84,,,18,,,83,,,18,,,81,,,17,,,80,,,17,,,78,,,17,,,77,,,17,,,75,,,16,,,75,,,16,,,75,,,16
Lesotho,43,46,44,,,,40,44,41,,,,38,42,39,,,,35,40,37,,,,33,38,34,,,,30,37,32,,,,28,35,29,,,,25,33,27,,,,22,31,25,,,,20,29,22,,,,17,28,20,,,,15,26,17,,,,12,24,15,,,,10,22,12,,,,7,20,10,,,,4,19,7,,,
Liberia,6,28,17,,,,6,28,17,,,,6,28,16,,,,5,27,16,,,,5,27,16,,,,5,27,16,,,,5,27,15,,,,5,26,15,,,,5,26,15,,,,5,26,15,,,,5,26,14,,,,4,26,14,,,,4,25,14,,,,4,25,14,,,,4,25,13,,,,4,25,13,,,
Libya,,,100,,,26,,,100,,,26,,,100,,,27,,,100,,,27,,,100,,,27,,,100,,,27,,,100,,,28,,,100,,,28,,,100,,,28,,,100,,,28,,,100,,,29,,,100,,,29,,,100,,,29,,,100,,,29,,,100,,,29,,,100,,,29
Lithuania,86,97,94,55,64,61,85,97,93,55,64,61,84,97,92,54,64,61,83,97,92,53,64,60,81,96,91,52,63,60,80,96,91,51,63,59,79,96,90,50,63,59,78,95,90,49,63,58,77,95,89,48,62,58,75,95,88,47,62,57,74,94,88,46,62,57,73,94,87,45,61,56,72,94,87,44,61,56,71,94,86,43,61,55,70,93,85,43,61,55,68,93,85,42,60,54
Luxembourg,99,97,98,87,94,94,99,97,98,87,94,94,99,97,98,87,94,94,99,97,98,87,94,94,99,97,98,87,94,94,99,97,98,87,94,94,99,97,98,87,94,94,99,97,98,87,94,94,99,97,98,87,94,93,99,97,98,87,94,93,99,97,98,87,94,93,99,97,98,87,94,93,99,98,98,87,94,93,99,98,98,87,94,93,99,98,98,87,94,93,99,98,98,87,94,93
Madagascar,6,16,10,,,,6,16,9,,,,6,15,9,,,,5,15,9,,,,5,15,8,,,,5,14,8,,,,5,14,8,,,,4,13,7,,,,4,13,7,,,,4,12,7,,,,4,12,6,,,,4,12,6,,,,3,11,6,,,,3,11,5,,,,3,10,5,,,,3,10,5,,,
Malawi,43,49,44,,,,42,48,43,,,,41,48,42,,,,41,48,42,,,,40,48,41,,,,39,48,41,,,,39,47,40,,,,38,47,39,,,,37,47,39,,,,37,47,38,,,,36,47,38,,,,35,46,37,,,,35,46,36,,,,34,46,36,,,,33,46,35,,,,33,46,34,,,
Malaysia,99,100,100,,,82,99,100,100,,,82,99,100,99,,,82,98,100,99,,,81,98,99,99,,,81,98,99,99,,,81,97,99,99,,,81,97,99,98,,,80,97,99,98,,,80,96,99,98,,,80,96,99,98,,,80,96,99,98,,,79,95,99,97,,,79,95,98,97,,,79,95,98,97,,,78,94,98,97,,,78
Maldives,98,93,96,,,,98,93,96,,,,98,93,96,,,,98,93,96,,,,98,93,96,,,,97,93,95,,,,94,93,94,,,,92,94,92,,,,89,94,91,,,,87,94,89,,,,84,94,88,,,,82,95,86,,,,79,95,84,,,,77,95,82,,,,74,95,80,,,,71,95,78,,,
Mali,22,46,31,,,,21,45,30,,,,20,45,30,,,,20,44,29,,,,19,44,28,,,,18,43,27,,,,18,43,27,,,,17,42,26,,,,16,42,25,,,,16,41,24,,,,15,41,23,,,,15,40,23,,,,14,39,22,,,,13,39,21,,,,13,38,20,,,,12,38,19,,,
Malta,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93,100,100,100,93,93,93
Marshall Islands,66,95,87,,,,66,95,87,,,,66,95,87,,,,66,95,87,,,,66,95,87,,,,66,95,87,,,,66,95,86,,,,66,95,86,,,,66,95,86,,,,66,95,86,,,,66,95,86,,,,66,95,86,,,,66,95,86,,,,66,95,86,,,,66,95,86,,,,,,,,,
Mauritania,17,63,45,,,,16,62,43,,,,16,60,42,,,,15,58,40,,,,15,57,39,,,,14,55,37,,,,13,54,36,,,,13,52,34,,,,12,51,33,,,,11,49,32,,,,11,48,30,,,,10,46,29,,,,9,45,27,,,,9,43,26,,,,8,41,25,,,,7,40,23,,,
Mauritius,93,94,93,,,,93,94,93,,,,93,94,93,,,,92,94,93,,,,92,94,93,,,,92,94,93,,,,92,94,93,,,,92,94,92,,,,91,94,92,,,,91,94,92,,,,91,94,92,,,,91,94,92,,,,90,94,92,,,,90,93,92,,,,90,93,91,,,,90,93,91,,,
Mexico,81,91,89,,46,45,79,91,88,,44,43,77,91,88,,42,41,75,90,87,,40,39,73,90,86,,39,38,71,89,85,,37,36,69,89,84,,35,34,67,88,83,,33,32,65,88,83,,31,30,63,88,82,,29,29,61,87,81,,28,27,59,87,80,,26,26,56,86,79,,24,24,54,86,78,,23,22,52,86,77,,21,21,50,85,76,,19,19
Micronesia (Federated States of),,,,,,,63,88,68,,,,63,88,68,,,,63,88,68,,,,63,88,68,,,,63,88,68,,,,63,88,68,,,,63,88,68,,,,63,88,68,,,,63,88,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100
Mongolia,41,66,59,,,,40,66,59,,,,40,66,58,,,,39,66,58,,,,38,66,57,,,,37,66,56,,,,36,66,56,,,,35,66,55,,,,34,66,54,,,,32,65,53,,,,31,65,53,,,,30,65,52,,,,29,65,51,,,,28,65,50,,,,27,65,49,,,,26,64,48,,,
Montenegro,92,98,96,,36,,92,98,96,,36,,91,97,95,,36,,91,97,95,,36,,91,96,94,,36,,90,95,94,,36,,90,95,93,,36,,89,94,92,,35,,89,94,92,,35,,89,93,91,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,75,89,83,,39,38,73,89,83,,39,38,71,89,82,,39,37,69,89,81,,39,37,68,89,80,,39,36,66,89,79,,39,36,64,89,78,,39,36,62,88,77,,38,35,61,88,76,,38,35,59,88,75,,38,34,57,88,74,,38,34,55,88,73,,38,33,53,88,72,,38,33,51,88,71,,38,32,49,87,70,,38,32,47,87,69,,38,31
Mozambique,12,47,24,12,,,12,46,23,12,,,11,45,22,11,,,10,45,21,10,,,10,44,20,10,,,9,43,20,9,,,9,42,19,8,,,8,41,18,8,,,7,40,17,7,,,7,39,17,7,,,6,38,16,6,,,5,38,15,5,,,5,37,14,5,,,4,36,14,4,,,4,35,13,4,,,3,34,12,3,,
Myanmar,59,76,65,,,,59,77,65,,,,59,77,65,,,,60,78,66,,,,60,78,66,,,,61,78,66,,,,61,79,67,,,,62,79,67,,,,62,79,67,,,,62,80,68,,,,63,80,68,,,,63,81,68,,,,64,81,69,,,,64,81,69,,,,65,82,69,,,,65,82,70,,,
Namibia,15,55,34,,,,15,55,33,,,,15,55,33,,,,15,55,33,,,,15,56,32,,,,15,56,32,,,,15,56,32,,,,15,56,31,,,,15,56,31,,,,15,57,30,,,,15,57,30,,,,15,57,30,,,,14,57,29,,,,14,57,29,,,,14,58,29,,,,14,58,28,,,
Nauru,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,,,66,66,,,
Nepal,45,52,46,,,,43,52,44,,,,41,51,43,,,,39,50,41,,,,37,50,39,,,,35,49,37,,,,33,48,36,,,,31,47,34,,,,29,47,32,,,,27,46,30,,,,25,45,28,,,,23,44,27,,,,22,44,25,,,,20,43,23,,,,18,42,21,,,,16,42,19,,,
Netherlands,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97,100,98,98,97,98,97
New Zealand,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,76,100,100,100,,,75
Nicaragua,63,86,76,,,,62,85,75,,,,60,84,74,,,,59,83,73,,,,58,82,72,,,,57,82,71,,,,56,81,70,,,,55,80,69,,,,53,79,68,,,,52,78,67,,,,51,77,66,,,,50,76,65,,,,49,76,64,,,,47,75,63,,,,46,74,61,,,,45,73,60,,,
Niger,6,44,13,5,24,9,6,42,12,5,23,8,5,41,12,5,23,8,5,40,11,5,22,8,5,39,11,5,22,7,5,38,10,4,21,7,4,36,10,4,21,7,4,35,9,4,20,6,4,34,9,4,20,6,4,33,9,3,19,6,3,32,8,3,19,6,3,30,8,3,18,5,3,29,7,3,18,5,3,28,7,2,17,5,2,27,6,2,16,4,2,26,6,2,15,4
Nigeria,27,39,33,,,,28,39,33,,,,28,39,33,,,,29,39,33,,,,29,39,33,,,,30,39,34,,,,30,39,34,,,,31,39,34,,,,31,39,34,,,,32,39,35,,,,32,39,35,,,,33,39,35,,,,33,39,36,,,,34,39,36,,,,34,39,36,,,,35,39,36,,,
Niue,,,97,,,,,,97,,,,,,97,,,,,,97,,,,,,98,,,,,,98,,,,,,99,,,,,,99,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,
Norway,98,98,98,,,78,98,98,98,,,78,98,98,98,,,78,98,98,98,,,78,98,98,98,,,78,98,98,98,,,77,98,98,98,,,77,98,98,98,,,77,98,98,98,,,77,98,98,98,,,77,98,98,98,,,77,98,98,98,,,76,98,98,98,,,76,98,98,98,,,76,98,98,98,,,76,98,98,98,,,76
Oman,99,99,99,,,,99,99,99,,,,97,99,99,,,,96,99,98,,,,94,98,97,,,,92,98,96,,,,90,97,96,,,,89,97,95,,,,87,96,94,,,,85,96,93,,,,83,95,92,,,,81,94,91,,,,80,94,90,,,,78,93,89,,,,76,93,88,,,,76,93,88,,,
Pakistan,48,74,58,,,,46,74,57,,,,44,73,55,,,,41,73,53,,,,39,72,51,,,,37,72,50,,,,34,71,48,,,,32,71,46,,,,30,70,44,,,,28,70,43,,,,25,69,41,,,,23,69,39,,,,21,68,37,,,,19,68,35,,,,16,67,33,,,,14,67,32,,,
Palau,100,100,100,,16,20,100,100,100,,16,20,100,100,100,,16,20,100,100,100,,16,20,100,100,100,,16,20,99,100,100,,16,20,96,99,98,,15,20,93,98,97,,15,20,89,97,96,,15,19,86,97,95,,14,19,83,96,93,,14,19,80,95,92,,14,18,77,94,90,,13,18,73,94,88,,13,18,70,93,87,,13,17,67,92,85,,12,17
Panama,59,86,77,,29,,58,85,76,,29,,57,84,75,,28,,56,84,74,,28,,55,83,74,,28,,54,82,73,,27,,53,82,72,,27,,53,81,71,,27,,52,80,70,,27,,51,80,69,,26,,50,79,68,,26,,49,78,68,,26,,48,78,67,,26,,47,77,66,,25,,46,77,65,,25,,45,76,64,,25,
Papua New Guinea,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,,13,55,19,,,
Paraguay,81,98,91,,,,79,98,90,,,,77,97,89,,,,75,96,88,,,,73,96,86,,,,71,95,85,,,,69,94,84,,,,67,94,83,,,,65,93,81,,,,63,92,80,,,,61,92,79,,,,59,91,77,,,,57,90,76,,,,55,90,75,,,,53,89,73,,,,52,88,72,,,
Peru,58,82,77,,35,30,56,82,76,,34,29,54,81,75,,32,28,52,81,74,,31,27,49,80,73,,30,26,47,80,72,,29,25,45,80,72,,28,24,43,79,71,,27,23,41,79,70,,26,22,38,79,69,,24,21,36,78,68,,23,20,34,78,67,,22,19,32,77,66,,21,18,30,77,65,,20,17,27,77,64,,19,16,25,76,63,,18,15
Philippines,72,79,75,,,,71,79,74,,,,70,78,74,,,,69,78,73,,,,68,78,73,,,,68,78,72,,,,67,78,72,,,,66,77,71,,,,65,77,71,,,,64,77,70,,,,63,77,70,,,,63,76,69,,,,62,76,68,,,,61,76,68,,,,60,76,67,,,,59,75,67,,,
Poland,98,98,98,,91,77,97,98,97,,91,77,95,98,97,,90,76,94,97,96,,90,76,92,97,95,,90,76,91,97,94,,90,75,89,96,94,,89,75,88,96,93,,89,74,86,96,92,,89,74,85,96,91,,88,73,83,95,91,,88,73,82,95,90,,88,72,80,95,89,,87,72,79,94,89,,87,72,77,94,88,,87,71,76,94,87,,87,71
Portugal,100,99,99,,65,62,99,99,99,,65,62,99,99,99,,65,61,99,99,99,,65,61,99,99,99,,65,61,98,99,99,,65,61,98,99,99,,65,61,98,99,99,,65,61,98,99,98,,65,61,97,99,98,,65,61,97,99,98,,65,60,97,99,98,,65,60,97,99,98,,65,60,96,99,98,,65,60,96,99,97,,65,60,96,98,97,,65,60
Qatar,,,100,,,88,,,100,,,88,,,100,,,88,,,100,,,88,,,100,,,88,,,100,,,88,,,100,,,88,,,100,,,88,,,99,,,88,,,99,,,88,,,99,,,88,,,99,,,88,,,99,,,88,,,99,,,88,,,,,,,,,,,,
Republic of Korea,,,100,,,98,,,100,,,98,,,100,,,97,,,100,,,96,,,100,,,95,,,100,,,94,,,100,,,93,,,100,,,93,,,100,,,92,,,100,,,91,,,100,,,90,,,100,,,89,,,100,,,88,,,100,,,87,,,100,,,86,,,100,,,86
Republic of Moldova,70,89,78,,,,69,89,78,,,,69,88,78,,,,68,88,77,,,,67,88,77,,,,67,88,76,,,,66,88,76,,,,65,88,75,,,,65,87,75,,,,64,87,75,,,,63,87,74,,,,63,87,74,,,,62,87,73,,,,61,87,73,,,,61,86,73,,,,60,86,72,,,
Romania,68,93,82,,,57,68,93,82,,,55,68,93,82,,,54,68,93,82,,,52,68,93,82,,,51,68,93,82,,,49,68,93,82,,,48,68,93,82,,,47,68,93,82,,,46,68,93,81,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,76,93,89,,,,74,93,88,,,,73,93,88,,,,72,94,88,,,,70,94,87,,,,69,94,87,,,,67,94,87,,,,66,94,86,,,,65,94,86,,,,63,94,86,,,,62,94,85,,,,60,94,85,,,,59,94,85,,,,58,94,84,,,,56,94,84,,,,55,94,84,,,
Rwanda,64,57,62,,,,63,57,61,,,,61,57,60,,,,60,57,59,,,,58,57,58,,,,57,57,57,,,,55,57,56,,,,54,57,55,,,,52,57,53,,,,51,57,52,,,,49,57,51,,,,48,57,50,,,,46,57,48,,,,45,57,47,,,,43,57,46,,,,42,57,44,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,92,,,,,,92,,,,,,92,,,,,,92,,,,,,92,,,,,,91,,,,,,90,,,,,,90,,,,,,89,,,,,,88,,,,,,87,,,,,,87,,,,,,86,,,,,,85,,,
Saint Lucia,92,86,91,,,,92,86,91,,,,92,85,91,,,,91,84,90,,,,90,83,89,,,,89,82,87,,,,87,81,86,,,,86,80,85,,,,85,79,84,,,,84,78,82,,,,82,77,81,,,,81,76,80,,,,80,75,79,,,,80,75,79,,,,80,75,79,,,,80,75,79,,,
Saint Vincent and the Grenadines,,,87,,,,,,87,,,,,,86,,,,,,85,,,,,,84,,,,,,83,,,,,,81,,,,,,80,,,,,,79,,,,,,78,,,,,,77,,,,,,76,,,,,,74,,,,,,73,,,,,,72,,,,,,71,,,
Samoa,96,98,97,,,,96,98,97,,,,97,98,97,,,,97,99,97,,,,97,99,97,,,,97,99,98,,,,97,99,98,,,,98,99,98,,,,98,99,98,,,,98,99,98,,,,98,99,98,,,,98,99,99,,,,98,99,99,,,,98,99,99,,,,98,99,99,,,,98,99,99,,,
San Marino,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78,,,100,,,78
Sao Tome and Principe,28,47,40,,,,27,45,39,,,,26,44,38,,,,25,42,36,,,,25,41,35,,,,24,40,34,,,,23,38,32,,,,22,37,31,,,,21,36,30,,,,20,34,28,,,,19,33,27,,,,18,32,26,,,,17,30,25,,,,17,29,23,,,,16,27,22,,,,15,26,21,,,
Saudi Arabia,,,100,,,84,,,100,,,84,,,100,,,84,,,100,,,84,,,100,,,83,,,100,,,81,,,100,,,78,,,100,,,76,,,99,,,74,,,99,,,72,,,99,,,70,,,99,,,68,,,98,,,66,,,98,,,64,,,98,,,64,,,98,,,64
Senegal,35,66,48,22,24,24,34,65,48,22,24,24,33,65,47,21,24,23,33,65,46,21,23,23,32,64,46,20,23,22,31,64,45,20,23,22,31,63,44,19,23,21,30,63,44,19,22,21,29,62,43,19,22,21,29,62,42,18,22,20,28,61,42,18,22,20,27,61,41,17,21,19,27,61,40,17,21,19,26,60,40,16,21,18,25,60,39,16,21,18,25,59,39,16,20,18
Serbia,91,98,95,,14,24,91,98,95,,14,24,92,98,95,,14,25,92,98,95,,15,25,92,98,95,,15,26,93,98,96,,15,26,93,98,96,,16,27,94,98,96,,16,27,94,98,96,,16,27,95,98,96,,17,28,95,98,97,,17,28,95,98,97,,17,29,96,98,97,,17,29,96,98,97,,17,29,97,98,97,,17,29,97,98,98,,17,29
Seychelles,,,100,,,,,,100,,,,,,100,,,,,,99,,,,,,99,,,,,,98,,,,,,98,,,,,,98,,,,,,97,,,,,,97,,,,,,96,,,,,,96,,,,,,95,,,,,,95,,,,,,95,,,,,,94,,,
Sierra Leone,8,24,15,,,,8,24,14,,,,8,23,14,,,,8,23,14,,,,7,23,13,,,,7,23,13,,,,7,23,13,,,,6,22,12,,,,6,22,12,,,,6,22,12,,,,6,22,12,,,,5,21,11,,,,5,21,11,,,,5,21,11,,,,4,21,10,,,,4,21,10,,,
Singapore,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100,,100,100
Slovakia,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82,98,99,99,75,88,82
Slovenia,99,99,99,,,76,99,99,99,,,76,99,99,99,,,76,99,99,99,,,76,99,99,99,,,76,99,99,99,,,75,99,99,99,,,75,99,99,99,,,75,99,99,99,,,74,99,99,99,,,74,99,99,99,,,74,99,99,99,,,73,99,99,99,,,74,99,99,99,,,74,99,99,99,,,74,99,99,99,,,74
Solomon Islands,18,76,31,,,,18,76,31,,,,17,76,30,,,,17,76,29,,,,16,74,28,,,,16,72,27,,,,15,71,26,,,,15,69,25,,,,14,67,24,,,,14,66,23,,,,14,64,23,,,,13,62,22,,,,13,62,21,,,,13,62,21,,,,13,62,21,,,,13,62,21,,,
Somalia,8,28,16,7,24,14,8,30,17,7,26,15,8,31,17,7,27,15,8,33,18,7,28,15,8,34,18,7,29,16,8,36,19,7,30,16,8,37,19,8,32,16,8,38,19,8,33,17,8,40,20,8,34,17,8,41,20,8,35,18,9,43,21,8,37,18,9,44,21,8,38,18,9,46,21,8,39,19,9,47,22,8,40,19,9,48,22,8,42,19,9,50,22,8,43,20
South Africa,69,76,73,,,,67,75,72,,,,65,75,71,,,,64,75,71,,,,62,74,70,,,,61,74,69,,,,59,74,68,,,,57,73,67,,,,56,73,66,,,,54,73,65,,,,53,72,64,,,,51,72,63,,,,49,72,62,,,,48,71,61,,,,46,71,60,,,,45,71,59,,,
South Sudan,6,28,10,,,,6,25,10,,,,5,23,9,,,,5,21,8,,,,4,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,100,100,100,98,97,97,100,100,100,97,97,97,100,100,100,97,97,97,100,100,100,97,97,97,100,100,100,96,96,96,100,100,100,96,96,96,100,100,100,95,96,96,100,100,100,95,95,95,100,100,100,94,95,95,100,100,100,94,95,95,100,100,100,93,94,94,100,100,100,93,94,94,100,100,100,93,94,94,100,100,100,93,94,94,100,100,100,93,94,94,100,100,100,93,94,94
